見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
県立近代美術館,073-436-8690　,073-436-1337 ,〒640-8137　和歌山市吹上1-4-14,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,※～4月26日まで、空調工事のため休館します。,,,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立博物館,073-436-8671　,073-423-2468,〒640-8137　和歌山市吹上1-4-15,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,企画展「国宝・古神宝の世界」－熊野速玉大社の名宝－,展示,3月9日（土）～4月21日（日）,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,連続講座 熊野「入門　熊野信仰」,イベント,3月17日（日）13:30～15:30,,小学生以上,30人（先着順）,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,おしえて！！ヤマゲン先生 ⑥万葉歌と古代の草木花ガイド,イベント,3月23日（土）10:00～12:00,,小学生以上,30人（先着順）,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123　,073-471-6120 ,〒640-8301　和歌山市岩橋1411,9:00～16:30（入館は16:00まで）,休館／月曜（祝日の場合次の平日）,春期企画展『縄文・弥生の「海の道」と「陸の道」～紀伊半島と東西交流～』,展示,3月23日（土）～5月12日（日）,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立自然博物館,073-483-1777　,073-483-2721,〒642-0001　海南市船尾370-1,9:30～17:00（入館は16:30まで）,休館／月曜（祝日の場合次の平日）,月刊クイズで楽しむ自然博物館！！,イベント,開館日に実施毎月、月替わりで館内の展示に関するクイズを出題,,,,,,65歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立図書館,073-436-9500　,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,ボランティアによる「おはなし会」,イベント,3月16・23日、4月13日いずれも土曜14:00～4月6日（土）11:00～,,乳幼児・小学生とその保護者,40人（先着順）,,,入場無料
県立図書館,073-436-9500　,073-436-9501,〒641-0051　和歌山市西高松1-7-38,閲覧室　平日10:00～19:00（土日祝は18:00まで）,休館／月曜（祝日の場合は次の平日）、毎月第2木曜,エントランスコンサート,イベント,4月5日（金）12:00～12:30,,,100人程度（先着順）,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,第51回春らん展,展示,3月16日（土）・17日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,野生ラン展 ,展示,3月16日（土）・17日（日）・30日（土）・31日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,ハンドメイド作品展示即売会,イベント,3月23日（土）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,春らん遅咲き展,展示,3月30日（土）・31日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,古典植物と山野草展,展示,4月6日（土）・7日（日）,,,,,,入場無料
県植物公園緑花センター,0736-62-4029　,0736-63-2570 ,〒649-6211　岩出市東坂本672,9:00～17:00（入館は16:30まで）,休館／火曜（祝日の場合次の平日）,セッコク・富貴ラン植替え教室　　,イベント,4月6日（土）・7日（日）13:00～16:00,,,,,,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,犬・猫の飼い方講習会及び譲渡会,イベント,(1)3月2日（土）・10日（日）・24日（日）、4月14日（日）・22日（月）・28日（日）11:00～(2)3月8日（金）13:30～(3)3月14日（木）13:30～,(1)県動物愛護センター(2)那賀振興局（岩出市） (3)海南保健所,,,"※譲渡を受けるには受講と、犬については狂犬病予防注射代2,640円が必要です。",,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,高齢動物（犬・猫）のケアに関する特別セミナー,イベント,3月17日（日）13:30～14:30,紀南文化会館（田辺市）,,80人（先着順）,,3月16日まで,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,春休み体験教室(1)飼育体験教室,イベント,3月27日（水）、4月4日（木）9:00～15:30,,小学新３年～中学新３年生保護者同伴可,8人（抽選）,,3月13日まで3月16日まで,入場無料
県動物愛護センター,073-489-6500　,073-489-6504 ,〒640-1251　紀美野町国木原372,10:00～17:00　,休館／火曜,春休み体験教室(2)獣医師体験教室,イベント,3月28日（木）、4月5日（金）9:00～15:30,,小学新５年～中学新３年生保護者同伴可,8人（抽選）,,3月13日まで3月16日まで,入場無料
